,Data,User,Pesan,Jam,Tanggal
71,72,Charles Prop,"Membalas : kadang didoain pun jg masih ga naik pak :(
  . Bandar bangkrut pak kalau retail cuan terus",7:10:30 PM,Saturday March 27 2021
72,73,Charles Prop,"Membalas : Yup sy setuju. Sy cuma tergelitik dg yg di sampaikan WB ini. Kayaknya ada benarnya. Bgmn bisa seseorang beli perusahaan (ana
Ini agak sensitif sebenernya buat dibahas karena masyarakt kita msh tabu mengenai judi/spekulasi.

Tapi yang saya tangkep yg dimaksud dia, kalau investor beli saham ga perduli chart, indi, garis atau apapun itu, mereka beli krn yakin ini perusahaan bagus/dan pasti berkembang. Simplenya bapak punya tanah/logam mulia. Waktu bapak mau beli tanah/LM bapak ada liat chart ga? Ada liat teknikal ga? Ga perlu kan? Krn bapak uda tau harga tanah pasti naik ga perlu didebatin. 

Sedang trader yg dianggap spekulan itu ya beli berharap naik secepat dan sebanyaknya ga perduli mau ada kejadian apapun yg penting berdoa supaya naik dan cuan.",7:08:47 PM,Saturday March 27 2021
73,74,Charles Prop,"Membalas : Day trading is not investing. Day trading is gambling. ...  Money is made in investments by investing and by owning good compani
Wajar pak. Prinsip investasi ya hold jangka panjang. Kalau bapak beli rumah hari ini 1milyar besok jadi 2 milyar ya gitu analoginya. Sama seperti saham, kenaikan sehari 2 hari ya ga mencerminkan kinerja. Alias digoreng
Membalas : Intinya yang penting cuan Om. Mau pake cara apapun sah-sah saja. Tapi benar kalo main terlalu cepat ya lebih cenderung ke gambli
Ia kalau yg pinter dari judi bisa jadi buka casino di makau. Saya lupa namanya cm orgnya uda meninggal warisannya bisnis judi dimana2 ",6:59:51 PM,Saturday March 27 2021
74,75,Jimmy,"Membalas : Day trading is not investing. Day trading is gambling. ...  Money is made in investments by investing and by owning good compani
Intinya yang penting cuan Om. Mau pake cara apapun sah-sah saja. Tapi benar kalo main terlalu cepat ya lebih cenderung ke gambling. Tapi bukan berarti gambling ga bisa cuan. Saya ada beberapa teman yang memang penjudi professional dan memang judi buat nyari duit. Mereka bener2 fokus di meja judi dengan berbagai cara probabilitas. Jadi judinya mereka pun bukan untung2an...  ",6:57:02 PM,Saturday March 27 2021
75,76,Fajar Oktavaria,"Membalas : Yup, kebanting indeks saat itu dan harga coal yg terkoreksi. Seandainya bapak entry kl ada pantulan, pasti bapak ga entry saat i
Iya pak itu kesalahan terbesar saya dan juga saat itu saya lupa pasang sl, lebih baik tunggu pantulan walaupun rewardnya berkurang dari pada jadi loss   ",6:46:44 PM,Saturday March 27 2021
76,77,Charles Prop,"Betul pak TA buat ukur loss dan profit itu sangat bagus cuma ga menghilangkan unsur spekulasi di forex karena minimnya data. Bahkan survey broker itu rata2 75% up trader loss.

Bahkan di ihsg sendiri pun sering jadi mainan bandar kan?
Pasti uda sering nemu kan uda breakout tiba2 dihaki balik?

Nah yg haki itu justru ngerti TA, pasang offer gede2 di resistant tiba2 dicabut sama dia, retail2 mengira bahwa resisten uda dijebol dan dihaka rame2 baru deh dihaki balik sama bandarnya ",6:45:40 PM,Saturday March 27 2021
77,78,Billy,"Membalas : Ampun setannya sesat pak  ngerii  
   Saya aja masih blm bisa 100%disiplin..tp ya setelah liat ada yg kaya gini di report porto bikin saya makin pngn improve makanya mau lebih disiplin lg.. Untung nya masih dikasih cuan sampe maret hehe.

Saya mau kaya si minervini pokoknya.. Masa dia bisa saya ga bisa  ",6:42:46 PM,Saturday March 27 2021
78,79,Jutha Bram,"Membalas : Pak @JuthaBram Berarti. Ini ihsg sdh swing low ya? Nda turun ke 5800 atau 6000 lg? Senin pasti org2 pada haka kyk nya.. A
Iya pak, 6058 akan jd swing low sementara sepertinya.
Bulan dividen sdh tiba, money inflow semakin dekat, akan bnyk likuiditas membanjiri market yg akan ngedrive harga ke atas.
Semoga. 
Amiin ",6:41:47 PM,Saturday March 27 2021
79,80,Charles Prop,"Membalas : Krn waktu itu says persis pegsng bbtn begitu berits krluar naik 600%nsik tinggi says cuan lumyn saya udah bilg ama saudara sampa
Betul pasti pullback krn bbtn baru break ath 2020 jan kemarin. Tapi masih akan naik lagi mengikuti kinerjanya. Ini berlaku buat saham2 lain jg yg punya kinerja positif",6:38:18 PM,Saturday March 27 2021
80,81,Kaanz ,"Membalas : Pusing pak.. Makan aja ga berasa.. Malah pngn balas dendam besok nya top op eh gtu lagi.. Klo inget jaman itu mending judi aja s
Wahh menarik bisa ketemu bule"" yang kinclong"" kek di film fast and furious , Macau itu dubai ya? ",6:37:47 PM,Saturday March 27 2021
81,82,Fajar Oktavaria,"Membalas : Beli di ara lalu dibanting ke arb pake margin pula.. Duh saya pernah bgt dlu kaya gini. Haka saham ga jelas di running trade, se
Saya ga kebayang penderitaannya seperti apa   

jadilah tim nawar harga ala emak emak    @panjianom",6:35:19 PM,Saturday March 27 2021
82,83,Billy,"Membalas : Kl balil arb normal, biasanya masnya pasang ts brp persen mas?
Harus disiplin maksimal 7% tergantung posisi.. Mau ga mau pak.. Meski kadang masih sering saya terhasut wkwkw",6:35:18 PM,Saturday March 27 2021
83,84,Kaanz ,CENT nya potensi SSP dong ,6:35:16 PM,Saturday March 27 2021
84,85,Fajar Oktavaria,"Tapi yang arb masih 7% aja sudah banyak yang sensi, ga kebayang kalo arb sudah 25% lagi akan seperti apa   ",6:34:17 PM,Saturday March 27 2021
85,86,Billy,"Membalas : Tim nawar harga ala emak emak saat itu akan senang hu  
Beli di ara lalu dibanting ke arb pake margin pula.. Duh saya pernah bgt dlu kaya gini. Haka saham ga jelas di running trade, selesai market senggol bacok   ",6:33:58 PM,Saturday March 27 2021
86,87,Aho Lie,"Membalas : Emak2 selalu benar  
Cent kiri belok kanan ",6:33:43 PM,Saturday March 27 2021
87,88,Taufiq,"Membalas : Ideal nya emang balik lg ke arb normal  .. Tp ya... Siap2 aja yg ga biasa arb 6% goyang nya mantap
Kl balil arb normal, biasanya masnya pasang ts brp persen mas?",6:33:05 PM,Saturday March 27 2021
88,89,Fajar Oktavaria,"Membalas : Ideal nya emang balik lg ke arb normal  .. Tp ya... Siap2 aja yg ga biasa arb 6% goyang nya mantap
Tim nawar harga ala emak emak saat itu akan senang hu  ",6:32:27 PM,Saturday March 27 2021
89,90,Bhagas,"yang penting cuan pak  
",6:30:51 PM,Saturday March 27 2021
90,91,Kaanz ,"Membalas : Ideal nya emang balik lg ke arb normal  .. Tp ya... Siap2 aja yg ga biasa arb 6% goyang nya mantap
Bakal tambah galau kalo yang ga disipilin cutlos ",6:30:40 PM,Saturday March 27 2021
91,92,Aho Lie,"Membalas : Deviden bagi pun jg ga akan besar. Dan ga ada artinya. Toh bbtn selama ini nyari duit dari kupon obligasi, yg harus dibayar bung
Krn waktu itu says persis pegsng bbtn begitu berits krluar naik 600%nsik tinggi says cuan lumyn saya udah bilg ama saudara sampai target 2000 kits tinggsl bener 2100 lebh lgs amblas bgt gak bagi deviden krn kbr bagus dan gak ngaruh banget ke saham sori ini pribadi bisa beda2 analisa gak kelar2     ",6:30:16 PM,Saturday March 27 2021
92,93,Billy,Ideal nya emang balik lg ke arb normal  .. Tp ya... Siap2 aja yg ga biasa arb 6% goyang nya mantap,6:29:49 PM,Saturday March 27 2021
93,94,Kaanz ,"Membalas : ARB simetris itu turun 25%
Wow bakal balik lagi kek awal dong? ",6:28:33 PM,Saturday March 27 2021
94,95,Charles Prop,"Membalas : Klo nurut saya begitu bilg untung nsik 600%lrbh tp deviden gak bagi
Deviden bagi pun jg ga akan besar. Dan ga ada artinya. Toh bbtn selama ini nyari duit dari kupon obligasi, yg harus dibayar bunganya tiap bulan lumayan tinggi. Kalau skrg ada profit buat jadiin modal kerja, berarti sudah terlihat btn ini mulai ada perbaikan kinerja.",6:26:53 PM,Saturday March 27 2021
95,96,Aho Lie,"Membalas : Contoh yang barusan kejadian adalah BBTN. Dirut ditarik org luar. Investor ngerasa kebijakan bbtn ini uda bagus, tapi berhub org
Klo nurut saya begitu bilg untung nsik 600%lrbh tp deviden gak bagi  ",6:24:39 PM,Saturday March 27 2021
96,97,Avianto,"Day trading is not investing. Day trading is gambling. ...  Money is made in investments by investing and by owning good companies for long periods of time,  Buffett told CNBC in March 2016.  If they buy good companies, buy them over time, they're going to do fine 10, 20, 30 years from now. 

Any comment ???",6:24:25 PM,Saturday March 27 2021
97,98,Puspita Wardani,"Membalas : Ci Rui maksdnya ARB simetris apa ya? Noted tadi bahas tapi tidak mengerti mksdnya? 
ARB simetris itu turun 25%",6:22:22 PM,Saturday March 27 2021
98,99,ericko L,"Membalas : Padahal di RTI , sdh terlihat kalo setiap Q di 2020, rugi terus. Tapi kenapa tetap aja ada trader yg beli..bahkan sampai puluhan
story sm katalisnya kuat pak  
kalau trader momentum mungkin ini adalah momennya utk .......",6:22:22 PM,Saturday March 27 2021
99,100,Bu Nana,"Kayaknya wskt tunggu akhir april
",6:19:14 PM,Saturday March 27 2021
100,101,Avianto,"Membalas : Photo
Padahal di RTI , sdh terlihat kalo setiap Q di 2020, rugi terus. Tapi kenapa tetap aja ada trader yg beli..bahkan sampai puluhan juta yah, hu ? 

Apakah kalo trader, cukup lihat TA aja yah, gak perlu lihat FA ?",6:15:50 PM,Saturday March 27 2021
101,102,Billy Zhaky,"Membalas : Kalo dia bilang TA itu bullshit suruh dia trading di XAUUSD all in
Ya makanya dia cuma bisa trading di ihsg aja  ",6:12:58 PM,Saturday March 27 2021
102,103,Denny Wang,"Pak @JuthaBram 

Berarti.  Ini ihsg sdh swing low ya?

Nda turun ke 5800 atau 6000 lg?


Senin pasti org2 pada haka kyk nya..

Apa kita sdh. Mulai masuk fase Party sampe juni?",6:12:21 PM,Saturday March 27 2021
103,104,Ferry Setiawan,"Membalas : Nah ini sangat setuju hu Ferry ... Saya sih lebih serem nanti kl ARnya dibuat simetris lagi, ga bisa nyantai2 lagi ah ARB cuma
Seleksi alam ini sis",6:10:32 PM,Saturday March 27 2021
104,105,Charles Prop,"Contoh yang barusan kejadian adalah BBTN. Dirut ditarik org luar. Investor ngerasa kebijakan bbtn ini uda bagus, tapi berhub org luar masuk maka bakal ada rubah kebijakan lagi dan belum tentu sinergis. Makanya itu saham lsng drop sampe lumayan dalam",6:07:04 PM,Saturday March 27 2021
105,106,Charles Prop,"Ga ada yg salah pak trading/investing. Yg penting cuan. Cuma survey dari temen2 yg ud lama trading, trading jangka pendek itu akan lebih sulit bertahan lama ketimbang invest. Jadi saya sih porto untuk trading hanya 10-20% dari porto invest. 

Kita ga akan pernah tau kapan maret 2020 terulang lg
Investor nga harus 1 tahun keatas. Dibwh 1 tahun pun bisa. Bedanya trader sama investor ya simple aja sih. Trader cm cari selisih harga, investor cari harga, deviden, perkembangan perusahaan dll. Kalau investor tiap rups pasti dateng karena dia berasa pemilik perusahaan. Kalau dijual dibwh setahun bukan investor donk?
Nga juga, bisa jadi investor tapi pas datang rups, kebijakan perusahaan diganti bikin investor ga nyaman. Itu saatnya dia keluar
",6:01:41 PM,Saturday March 27 2021
106,107,Kaanz ,"Membalas : Saya setuju dan kemungkinan bakal makin banyak trader yang akan kena seleksi alam nantinya kalau tidak mau belajar dan beradapta
Ci Rui maksdnya ARB simetris apa ya? Noted tadi bahas tapi tidak mengerti mksdnya? ",5:59:06 PM,Saturday March 27 2021
107,108,Rui :rocket: :speedboat::dancer: ,"Membalas : Moga2 ke depannya arb jadi simetris  
Saya setuju dan kemungkinan bakal makin banyak trader yang akan kena seleksi alam nantinya kalau tidak mau belajar dan beradaptasi   ",5:58:09 PM,Saturday March 27 2021
108,109,panjianom,"Membalas : Nah ini sangat setuju hu Ferry ... Saya sih lebih serem nanti kl ARnya dibuat simetris lagi, ga bisa nyantai2 lagi ah ARB cuma
Moga2 ke depannya arb jadi simetris  ",5:55:30 PM,Saturday March 27 2021
109,110,Rui :rocket: :speedboat::dancer: ,"Membalas : Mumpung belum ilang, segera cari opsi pengganti nya
Nah ini sangat setuju hu Ferry ...  Saya sih lebih serem nanti kl ARnya dibuat simetris lagi, ga bisa nyantai2 lagi ah ARB cuma 7%   CL harud super ketat dan money management juga",5:53:13 PM,Saturday March 27 2021
110,111,Rui :rocket: :speedboat::dancer: ,"Membalas : spt gak bilang bulshit... tp dia bilang buat dia gak guna.. kalo buat org msh pake silahakan gak ada yg larang krn dia prinsip n
Pandangan dia ga salah, tapi di dunia saham menurut saya ya harus jago adaptasi dan open minded buat survive, kalau terlalu kepatok sama satu hal bakalan repot sendiri nanti   ",5:28:39 PM,Saturday March 27 2021
111,112,ericko L,"wskt, tapi kalau bumn yg penting storynya  
Ini adalah foto",5:22:03 PM,Saturday March 27 2021
112,113,yiyinfx,"Membalas : Buat video, banyak view = banyak adsense setidaknya loss berkurang
Dan semakin membuktikan pameo bahwa tidak ada trader yg benar2 murni mendapatkan profit atau penghasilan dari trading  
",4:37:21 PM,Saturday March 27 2021
113,114,Fajar Oktavaria,"Membalas : Keren amat ya si rayner, masih bisa bikin video setelah kehilangan duit segitu banyak
Buat video, banyak view = banyak adsense setidaknya loss berkurang  
",4:30:05 PM,Saturday March 27 2021
114,115,Fakhri Arsyan,"#JPFA,  potensi bikin HnS
Ini adalah foto",3:48:09 PM,Saturday March 27 2021
115,116,Bapakne Naila,"Membalas : Wskt hbs naik terus turun tambah dalem. Saya kemarin cl 17 jt. Nyangkut d 1900. Pembelajaran saya sih ngk disiplin cl sama kelir
Tau akum dari mana om? Kode broker? Lupakan, biar gankaget kalo kode broker hilang   ",3:33:28 PM,Saturday March 27 2021
116,117,Taufiq,Wskt hbs naik terus turun tambah dalem. Saya kemarin cl 17 jt. Nyangkut d 1900. Pembelajaran saya sih ngk disiplin cl sama keliru bergurunya. Tiap turun avg down malah longsor.. Tp hbs pindah dpt 2 jt an. Entar kl lihat bandar2 besar mulai accum baru beli lagi. Kl dr grafik kayaknya masih turun lagi. Berita swf dr kemarin ngk ngefek kayaknya.,3:31:31 PM,Saturday March 27 2021
117,118,Domestik sell.. panic sell Penyebab runtuhnya ihsg.,"Ad yg bs analisakan wskt
Ini adalah foto",3:21:59 PM,Saturday March 27 2021
118,119,hery,"Membalas : Nama km keren ya.. Ve nya ada 3... *** contoh bikin build up ringan
build up dalam box? dalam TT?  
Membalas : No ice no sugar   
aduh, ini mah. beli teh hangat saja pakde  ",3:19:40 PM,Saturday March 27 2021
119,120,Hendro Masori,"Membalas : Inget jatah gula pak lurah  
No ice no sugar   ",2:59:36 PM,Saturday March 27 2021
120,121,Vesilia Vebiola Vesi,"Membalas : Nama km keren ya.. Ve nya ada 3... *** contoh bikin build up ringan
Billy ... Takut ah sm ko Billy... Kabuurrr aja dari km...  ",2:48:47 PM,Saturday March 27 2021
121,122,Rui :rocket: :speedboat::dancer: ,"Membalas : Nama km keren ya.. Ve nya ada 3... *** contoh bikin build up ringan
Ini contoh staggering entry ya?   ",2:47:50 PM,Saturday March 27 2021
122,123,Billy,"Membalas :  
Nama km keren ya.. Ve nya ada 3...



*** contoh bikin build up ringan",2:47:09 PM,Saturday March 27 2021
123,124,Billy,"Membalas : Trading swing jangka panjang mungkin maksudnya Koh...
Saya lebih suka nyebut nya trend following aja cuma ya emang bulanan makanya saya sertakan ""how to hold stock""",2:45:04 PM,Saturday March 27 2021
124,125,Billy,"Membalas : bukan pada trading aja, beberapa dari kita juga ingin ARA hubungannya
Cewek kalau di haka langsung full margin juga ga suka hu.. Santai aja.. Udh break MA10 uptrend blm.. Klo belum ya jadiin WL dlu...
Masa baru kenalan udh ngajak nikah, baru kenalan udh gandeng2.. Ilfeel lah cewek.. Build up dlu base nya    ",2:41:41 PM,Saturday March 27 2021
125,126,Chak Roy,"Membalas : Photo
Kode aces pak hehehe",2:40:29 PM,Saturday March 27 2021
126,127,Fajar Oktavaria,"Membalas : Klo ini naturally  
bukan pada trading aja, beberapa dari kita juga ingin ARA hubungannya   ",2:37:56 PM,Saturday March 27 2021
127,128,Satimin Sejati,"Ada yang menarik dari obrolan semalam (live chat telegram). Dan saya cocok. Yaitu dg cara belajar yang disampaikan pak @hmasori .

Ini perjalanan saya dari tahun lalu. Saya belajar pada satu guru sampai habis (kalau youtube, ya semua video saya tonton). 

Contoh. Misalnya saya belajar fundamental. Saya akan habiskan seluruh video2 dari orang2 yang saya anggap ahli FA. Bagaimana menghitung harga wajar dari berbagai metode, mengamati katalis dan translate terhadap harga. Belajar menghubungkan data yang sifatnya korelasi dan kausalitas.

Setelah merasa cukup saya belajar TA, BDM, Time cycle.

Dan sampai sekarang masih terus berproses dalam belajar hal2 di atas.",2:36:13 PM,Saturday March 27 2021
128,129,Hendro Masori,"Kangen...
Ini adalah foto",2:34:32 PM,Saturday March 27 2021
129,130,Eko Bawono,"#SMRA
Ini adalah foto",2:31:44 PM,Saturday March 27 2021
130,131,Billy,"Membalas : Saya SAME tahun lalu sempat beli waktu break MA200D/MA50W tp masi pethakilan, belum tahu teknik2 entry yg bagus dan kapan kudu d
Saya aja itu baru menyempurnakan nya skrg2 kok ga sempet dlu masih trial dan error.. Makanya saya bagi aja deh disini.. Sebenernya itu secret cheat Saya.. Tp karena kaya pak lurah kemarin blg berbagi nanti juga akan kembali kekita.. Yaudah apasalahnya hehe. Dan lagian bisa cocok or ga sama trading style tiap org..",2:28:31 PM,Saturday March 27 2021
131,132,Chak Roy,"Membalas : Saya SAME tahun lalu sempat beli waktu break MA200D/MA50W tp masi pethakilan, belum tahu teknik2 entry yg bagus dan kapan kudu d
Beli hotel",2:28:23 PM,Saturday March 27 2021
132,133,Rui :rocket: :speedboat::dancer: ,"Saya SAME tahun lalu sempat beli waktu break MA200D/MA50W tp masi pethakilan, belum tahu teknik2 entry yg bagus dan kapan kudu di hold jadinya ya dijual lg begitu cuan....

Andaikan saya hold   ",2:26:03 PM,Saturday March 27 2021
133,134,Billy,"Membalas : Jadi saat break volume tinggi baru masuk buat optimal entry ya? Kalau mau spekulasi cicil2 waktu sudah mulai mendekati MA50W nya
Iya ini waktu posisi nya market baru mau turn bull kang.. Skrg kan beda lg.. Skrg cari pivot entry ketika Saham2 yg lg otw uptrend.. Bisa flat base.. Bisa cnh atau rounding",2:24:46 PM,Saturday March 27 2021
134,135,Chai Lie,"Membalas : Ada 2 kondisi ketika udh bull dan menjelang bull.. Dan yg menawarkan profit terbesar yg ketika Bull baru mulai.. Which is ketika
:memo::memo::memo:",2:24:16 PM,Saturday March 27 2021
135,136,Billy,Silahkan diliat di bris antm agro bbkp,2:23:42 PM,Saturday March 27 2021
136,137,Fajar Oktavaria,"Membalas : Photo
:memo::memo: 

Kalau yang penting cuan juga keinginan kita semua kak rui   @RuiAuxilia",2:22:49 PM,Saturday March 27 2021
137,138,Bapakne Naila,"Membalas : Contoh kasarnya itu kaya mau break CnH terus pas handlenya sdh mau terbentuk dan bikin higher low, udh nyicil masuk ya kak? Iji
Bener ci, haham uptrend salah satu cirinya kebentuk HL",2:21:07 PM,Saturday March 27 2021
138,139,Rui :rocket: :speedboat::dancer: ,"Membalas : Ada 2 kondisi ketika udh bull dan menjelang bull.. Dan yg menawarkan profit terbesar yg ketika Bull baru mulai.. Which is ketika
:book::book:      

Fajar Oktavaria  mau oppa, mau unnie, mau mbak, mau mas, mau ci, mau koh, mau akang, mau neng silakan, yang penting cuan    #eh",2:20:44 PM,Saturday March 27 2021
139,140,Billy,"Membalas : Ga ada.. Saya kalau screening simple kok.. Price above or = MA10, MA10 ABOVE MA50, M50 above MA200.. Dah dlu.. Ini khusus untuk
Ada 2 kondisi ketika udh bull dan menjelang bull.. Dan yg menawarkan profit terbesar yg ketika Bull baru mulai.. Which is ketika MA10 weekly mulai bergerak narrowing ke MA50 weekly dgn kondisi price diatas MA10 weekly for at least 1 minggu..silahkan di backtest sendiri.. Bris agro wiim bbkp contoh gampang nya pas awal updtrend gmn tuh weekly chart nya",2:18:21 PM,Saturday March 27 2021
140,141,Jimmy,"Membalas : Nah kalau kita belajar dari pengalaman Pakdhe dan senior2 Traders di sini, start small jadi walaupun rasain loss, masih ga bikin
Bener Pak. Tapi dari pengalaman saya sendiri, walaupun ilmu uda banyak, trading 1jt ama 1M, mentalnya beda banget  ",2:12:35 PM,Saturday March 27 2021
141,142,Rui :rocket: :speedboat::dancer: ,"Membalas : joss om rui, aku ngeri ahh kl cm 1 saham porto all in..
Perasaan yang lain sudah manggil pakai ci atau bu, yang ini anti mainstream manggilnya om, udah ngga pak atau mas lagi    

Koh Billy  ijin masukkan k notes saya buat referensi alias jiplak yak           
saya jg kl trading selalu mencari saham uptrend kencang soalnya enak ngikut dibawa arus, tp masi mencari rule mana yg tepat buat indikasi strong uptrend itu

*elus2 SAME dalam kotak gembok*   ",2:06:14 PM,Saturday March 27 2021
142,143,qodri,"Membalas : Photo
wkwkwkwkwkkwk hasil cuan MPPA d balikin lg k perusahaannya ya pakde",2:04:15 PM,Saturday March 27 2021
143,144,S,"Membalas : Photo
Kirain itu INCO 15rebu, ternyata INaCO",2:03:50 PM,Saturday March 27 2021
144,145,Hendro Masori,"Belanja beneraaaaaan
Ini adalah foto",2:00:40 PM,Saturday March 27 2021
145,146,Fajar Oktavaria,"Membalas : joss om rui, aku ngeri ahh kl cm 1 saham porto all in..
Pro : kalo melanjutkan trennya cuannya besar, bisa fokus pada pergerakan 1 emiten aja biar ga jeblos 
Cons : ya harus sabar ga boleh iri liat orang lain cuan di saham lain   ",2:00:20 PM,Saturday March 27 2021
146,147,Hendro Masori,   ,2:00:11 PM,Saturday March 27 2021
147,148,qodri,"wiihh MPPA, entry d 140 pakde??",1:58:13 PM,Saturday March 27 2021
148,149,Hendro Masori,Ini adalah foto,1:50:45 PM,Saturday March 27 2021
149,150,Billy,"Weekly Rules :
Price about to break with high vol or above MA10 weekly for at least 3 weeks. Better IF Daily chart form higher low
Price on move closer toward MA50 weekly with preferebly steady increase or tight price consolidation
MA10 weekly and MA50 weekly narrowing and ready to cross up
IF price pullback,volume dry up when price consolidate around MA10 weekly with tight base price
IF Price break up MA10 weekly, MA10 cross MA50 weekly indicating a very strong trend
Strong trend usually caused by earning surprise, Corp act,Sectoral cycle or overall market condition
LEVEL TO WATCH : MA10W = MA50D  MA50W=MA200D

Daily Rules :
Look at the movement of daily price has break MA10 daily for at least 1 Week with high volume
Watch for the next day movement, if price can hold up wait until the MA10 follow the price
Price form higher low, down between 10-20% is the best, or max 33% with price hold up above MA10 Daily
IF Buying in pullback, meaning wait the price to build a base near MA10 creating some ""U"" shape or just tight price movement at least 1 week 
If the price crossing down MA10 but still above MA50 with MA10 narrowing the MA50 when making a pullback base and the price hold up at least 1 week, see the opportunity to entry.
For very Strong uptrend, MA10 daily must above MA50 and MA200 daily for at least 1 Week


When to be patient and Hold or Add more the Stock :
IF buying new position, stay in phase with general market, tighten stop loss (3-5%) needed if the general market is on Bear condition
IF stock up 15% from buy point we can move SL, stock has up 20% must stay profit when sell it
The rules to avg up is add more when stock advance 2-3% from initial buy or wait for the price pullback to MA10 daily in searching for entry reason. Chasing the strong movement = higher risk
KEEP YOUR PORTFOLIO CLEAN AND IN SYNCHRONY WITH THE MARKET
Quality Stock that has up 20% in less than 8 weeks should be held until selling climax. In many case stock that up more than 20% in 1-4 week with increasing vol are the most powerfull candidat. 
Correction or pullback usually 10-20% or still above MA10 Weekly",1:48:29 PM,Saturday March 27 2021
150,151,Hendro Masori,Lanjutkan. Pamit dulu waktunya belanja ke MPPA....  ,1:46:05 PM,Saturday March 27 2021
151,152,Hendro Masori,"Membalas : Pasti yang arahnya ke atas
Hooh",1:45:07 PM,Saturday March 27 2021
152,153,DEN,ANTM minggu depan ARA wajib pantau beritanya baru di buat media    ,1:44:41 PM,Saturday March 27 2021
153,154,qodri,"Membalas : Yes 1. Trade a Trend 2. Buy near/at support 3. Stick to trading plan
jossss",1:43:00 PM,Saturday March 27 2021
154,155,Rui :rocket: :speedboat::dancer: ,"Membalas : Yes 1. Trade a Trend 2. Buy near/at support 3. Stick to trading plan
     Toss dulu kak, gaya tradingnya mirip, cari entry yang bener2 oke baru masuk jadinya ga ngasal karena sudah bakalan all in di 1 saham itu",1:39:38 PM,Saturday March 27 2021
155,156,Tommy Daniel,"Membalas : dare u ? on 1 stock?
Yes

1. Trade a Trend
2. Buy near/at support
3. Stick to trading plan",1:38:15 PM,Saturday March 27 2021
156,157,Hendro Masori,"Membalas : kl pakde entry stylenya gmn pak de, share dong misalnya di chart KIJA gitu
Entry style saya paling sering base on chart pattern Pak. Breakout with volume saya masuk.
KIJA saya gak tertarik. Hehehe",1:37:43 PM,Saturday March 27 2021
157,158,Fajar Oktavaria,"1. Siapkan trading plan (baik itu cl/sl, tp, ts, entry point)
2. Sesuaikan dengan time frame masing""",1:35:34 PM,Saturday March 27 2021
158,159,Syrf Maulana,"Membalas : Kalo udah cuan 10% gak ada salahnya take profit. Kalo dipraktekkan 10x aja modal udah grow 100%
Setuju pak 
Apalagi kondisi market bgini ya  ",1:33:08 PM,Saturday March 27 2021
159,160,Rui :rocket: :speedboat::dancer: ,"Membalas : dare u ? on 1 stock?
Selama ini saya kebanyakan begitu kak, saya trading max 2 saham dan selalu hampir menghabiskan semua cash, sisa paling 15% cash saja

So far it works for me, saya bisa memperbesar modal saya jauh dari awal mulai dengan lebi cepat

Ini jg yang membuat saya rajin CL kl kena, karena saya tahu uang saya akan amblas banyak kalau tidak ketat CLnya",1:32:41 PM,Saturday March 27 2021
160,161,Bhagas,"Membalas : Tmn2, mau tanya donk, aplikasi telegram bisa di komputer gak? Kayak WA bisa WA web gitu
bisa web,bisa desktop
tele komplit menang jauh dari whatsapp mksd saya  

dari channel,saved mssg, voice,bikin folder chat/grup dll

*kaya sales tele  ",1:31:24 PM,Saturday March 27 2021
161,162,qodri,"Membalas : Kalo udah cuan 10% gak ada salahnya take profit. Kalo dipraktekkan 10x aja modal udah grow 100%
dg catatan sekali masuk all in modal ya...",1:29:40 PM,Saturday March 27 2021
162,163,Fajar Oktavaria,"Membalas : Kalo udah cuan 10% gak ada salahnya take profit. Kalo dipraktekkan 10x aja modal udah grow 100%
Betul pak tommy  ",1:29:23 PM,Saturday March 27 2021
163,164,Tommy Daniel,"Membalas : berkat guru-guru disini pak benhan   semenjak para guru disini sharing pengalaman, saya berpendapat tidak perlu waktu lama untu
Kalo udah cuan 10% gak ada salahnya take profit.

Kalo dipraktekkan 10x aja modal udah grow 100%",1:28:40 PM,Saturday March 27 2021
164,165,qodri,"kl pakde entry stylenya gmn pak de, share dong misalnya di chart KIJA gitu",1:28:01 PM,Saturday March 27 2021
165,166,Fajar Oktavaria,"kalo belum paham dan gurunya ga muncul di mention aja atau di personal chat, saat itu saya belajar pola pola sampai rewel bener pc pakde   ",1:27:46 PM,Saturday March 27 2021
166,167,Hendro Masori,"Disini semua masih belajar kok
Makanya kalau ada view yg berbeda bisa untuk masukan",1:26:23 PM,Saturday March 27 2021
167,168,Hendro Masori,"Dan yg paham mau sharing
Gak cuma senyum2 doang",1:25:44 PM,Saturday March 27 2021
168,169,Hendro Masori,Nah gini khan keren. Grup isinya diskusi bukan debat kusir atau bullying,1:25:31 PM,Saturday March 27 2021
169,170,Hendro Masori,Nanti kasih password ke HP,1:24:52 PM,Saturday March 27 2021
170,171,Hendro Masori,"Membalas : Download apa nama aplikasinya?
Pake telegram web paling simple",1:24:36 PM,Saturday March 27 2021
171,172,qodri,"iya pak, tp seru jg kl kt diskusi kasikan chart d sini, trs kt masing2 ajukan teknik entry",1:18:39 PM,Saturday March 27 2021
172,173,Meneer Greg,"Membalas : iya ga kelar2 soalnya g bahas trading plan scr keseluruhan qiqiq
Agree...

Memang harusnya satu kesatuan
Membalas : Bagus topiknya pak, saya jd semangat baca satu per satu chat nya dan save beberapa yang menurut saya bisa dijadikan pelajaran
Dan memang penting pak",1:17:22 PM,Saturday March 27 2021
