,judul,link,isi
100,"Catatkan kenaikan laba bersih tahun lalu, simak rekomendasi saham Chandra Asri (TPIA)",https://investasi.kontan.co.id/news/catatkan-kenaikan-laba-bersih-tahun-lalu-simak-rekomendasi-saham-chandra-asri-tpia,"KONTAN.CO.ID - JAKARTA. PT Chandra Asri Petrochemical Tbk (TPIA) berhasil menorehkan kinerja cemerlang sepanjang 2020. Emiten produsen petrokimia ini melaporkan laba bersih tahun berjalan yang diatribusikan ke entitas induk senilai US$ 51,35 juta. Raihan ini naik 124,4% dari realisasi laba bersih di 2019 yang hanya US$ 22,88 juta. Namun, anak usaha PT Barito Pacific Tbk (BRPT) tersebut membukukan pendapatan bersih senilai US$ 1,80 miliar, turun 3,9% dari pendapatan tahun 2019 yang sebesar US$ 1,88 miliar. Analis BRI Danareksa Sekuritas Ignatius Teguh Prayoga melihat, pemulihan spread margin, volume penjualan yang lebih tinggi, serta adanya manfaat pajak penghasilan, menjadi faktor utama di balik kinerja positif TPIA sepanjang 2020. Pemulihan kinerja sebenarnya sudah mulai terlihat sejak kuartal kedua 2020, dimana EBITDA menjadi positif setelah membukukan EBITDA negatif pada kuartal pertama 2020, seiring dengan pemulihan spread margin dan peningkatan volume penjualan. Selain itu, berkat fasilitas Polyethylene, Methyl Tert-butyl Ether (MTBE),  dan Butene 1 yang baru, konstituen Indeks Kompas100 ini dapat meningkatkan produksinya, sehingga bermuara pada volume penjualan yang lebih tinggi 14% pada tahun lalu. “Kami meyakini pemulihan spread margin yang berkelanjutan dan tingkat utiliasi yang meningkat, akan menjadi pendorong utama kinerja di tahun ini, meskipun kami tetap mewaspadai kemungkinan kelebihan pasokan global,”  tulis Prayoga dalam riset, Jumat (5/3). TPIA diekspektasikan dapat menikmati volume penjualan yang lebih baik tahun ini karena aktifnya fasilitas MTBE dan Butene-1 yang baru dan tingkat utilisasi yang lebih tinggi dapat dicapai karena pelonggaran pembatasan jarak sosial. Namun, fasilitas petrokimia global yang akan mulai beroperasi pada tahun 2021 dinilai akan menyebabkan bertambahnya pasokan, sehingga dapat menekan harga petrokimia global. “Terkait harga jual rerata atau average selling price (ASP), kami masih meyakini pemulihan yang berkelanjutan akan menghasilkan margin yang lebih baik dibandingkan dengan periode pandemic,” sambung Prayoga. Prospek TPIA juga didukung oleh kurangnya pasokan di dalam negeri. Selama TPIA dapat mempertahankan tingkat utilisasi yang tinggi, BRI Danareksa Sekuritas memperkirakan volume penjualan akan tumbuh seiring dengan peningkatan kapasitas. BRI Danareksa Sekuritas mempertahankan rekomendasi hold saham TPIA dengan target harga Rp 8.900.    "
101,"Siapkan US$ 65 juta, ini penggunaan dana capex Chandra Asri (TPIA) di tahun ini",https://investasi.kontan.co.id/news/siapkan-us-65-juta-ini-penggunaan-dana-capex-chandra-asri-tpia-di-tahun-ini,"KONTAN.CO.ID - JAKARTA. Pandemi Covid-19 yang belum usai membuat PT Chandra Asri Petrochemical Tbk (TPIA) lebih konservatif dalam mencanangkan dana belanja modal atau capital expenditure (capex) untuk tahun ini. Terbukti, perusahaan pun hanya menganggarkan capex sebesar US$ 65 juta tahun ini.  Asal tahu saja, anggaran capex tahun ini, lebih rendah dari tahun lalu. Di tahun 2020, anak usaha PT Barito Pacific Tbk (BRPT) ini menyerap capex senilai US$ 113,9 juta. Jumlah tersebut turun 70,4% dari realisasi capex di 2019 yang mencapai US$ 385,2 juta. Direktur Keuangan TPIA Andre Khor mengatakan, mayoritas dari dana capex tersebut akan digunakan perusahaan untuk menjaga operasional pabrik TPIA saat ini. Hal ini agar menjamin pabrik bisa beroperasi secara penuh sehingga perusahaan dapat menangkap peluang dari kenaikan margin, yang merupakan lanjutan dari tahun lalu.  “Tentu saja ada spending sedikit untuk mendanai proyek Chandra Asri Perkasa (CAP) II. Tetapi capex kemungkinan akan bertambah tergantung kondisi saat ini yang masih dalam pandemi,” kata Andre dalam audiensi bersama media, Kamis (4/3). Suryandi, Direktur SDM dan Urusan Korporat sekaligus Sekretaris Perusahaan TPIA menambahkan, pengeluaran capex tahun lalu memang mengalami penundaan seiring kondisi pasar yang tidak kondusif akibat pandemi Covid-19. Sejak awal tahun lalu, manajemen sudah melalukan langkah-langkah antisipatif seperti mengerem pengeluaran belanja modal, dan mengutamakan pengeluaran yang mendukung operasional pabrik serta mendukung peningkatan margin. Untuk tahun 2021, meskipun kondisi pasar sudah membaik, manajemen akan tetap menganut prinsip kehati-hatian terutama dalam belanja modal. “Karena kami belum tahu persis  kondisi secara pastinya seperti apa. Dengan adanya vaksin tentu menjadi suatu harapan, namun kami tetap lebih hati-hati,” terang Suryandi. Dalam kesempatan yang sama, TPIA juga mengatakan proyek prestisius CAP II masih terus bergulir. Target final investment decision (FID) akan ditentukan di pertengahan 2022. Penentuan strategic investor juga masih terus berjalan. “Tentu ini semua tetap bergantung pada pandemi,” tegas dia. Anggota indeks Kompas100 ini, juga masih menunggu momentum yang tepat untuk melancarkan aksi korporasi yakni berupa rights issue. “Tentu kami akan menunggu waktu yang tepat, bukan hanya kondisi pasarnya aja, tetapi juga kondisi (secara umum) ke depan,” pungkas Andre.       "
102,"IHSG naik tipis 0,27% dalam sepekan, berikut sentimen penggeraknya",https://investasi.kontan.co.id/news/ihsg-naik-tipis-027-dalam-sepekan-berikut-sentimen-penggeraknya,"KONTAN.CO.ID - JAKARTA. Indeks Harga Saham Gabungan (IHSG) naik tipis 0,27% dalam sepekan ke level 6.258,75. Pada akhir perdagangan pekan lalu, IHSG berada di posisi 6.241,79. IHSG ditutup di zona hijau pada tiga hari perdagangan pertama dengan kenaikan 2,16%, lalu turun di dua hari perdagangan terakhir sebesar 1,86%. Analis Phintraco Sekuritas Valdy Kurniawan menilai, pergerakan IHSG pekan ini dipengaruhi sejumlah sentimen positif dan negatif yang berasal dari dalam negeri maupun luar negeri.  Sentimen eksternal pertama adalah data manufaktur Jerman, Euro Area, Inggris, dan Amerika Serikat (AS) bulan Februari 2021 yang relatif melampaui ekspektasi pelaku pasar. Di sisi lain, muncul kekhawatiran di kalangan investor terkait kenaikan inflasi di AS seiring dengan pemulihan ekonomi di negara tersebut. Kondisi ini memunculkan spekulasi bahwa The Fed akan menaikkan suku bunga acuan.  Meskipun begitu, Gubernur The Fed Jerome Powell telah menyampaikan bahwa The Fed masih akan mempertahankan kebijakan moneter akomodatif untuk beberapa waktu ke depan. Dari dalam negeri, sejumlah stimulus moneter maupun insentif pajak dinilai menjadi katalis positif bagi pergerakan IHSG pekan ini. Akan tetapi, investor juga dipengaruhi oleh data inflasi Februari 2021 yang melandai menjadi 1,38% yoy, dari 1,55% yoy pada Januari 2021.  ""Data ini dapat menjadi salah satu indikasi bahwa konsumsi masih belum pulih sepenuhnya,"" ungkap Valdy saat dihubungi Kontan.co.id, Jumat (5/3). Analis BCA Sekuritas Achmad Yaki Yamani mengatakan, pergerakan IHSG pada pekan ini masih dibayangi kekhawatiran data inflasi AS dan kekhawatiran terhadap kebijakan moneter The Fed.  ""Selain itu, volatilitas harga komoditas minyak dan nikel juga menjadi pemberat bagi saham sektor komoditas,"" ucap Yaki. Untuk pekan depan, Yaki memprediksi, IHSG masih akan berfluktuasi dalam rentang 6.091-6.398. Menurut dia, selama bertahan di atas support 6.140-6.176, tren IHSG masih akan cenderung bullish. Yaki melihat, sentimen pergerakan IHSG minggu depan berasal dari data inflasi China, pergerakan yield US treasury bonds, kebijakan stimulus AS, dan fluktuasi harga komoditas. Dari dalam negeri, pelaku pasar masih akan fokus terhadap pergerakan nilai tukar rupiah dan rilis laporan keuangan emiten. Sementara itu, Valdy memperkirakan, IHSG pekan depan akan cenderung bearish dengan support di 6.200 dan resistance 6.380.  Menurut Valdy, pada pekan depan, pelaku pasar masih akan mencermati kinerja ekspor dan impor China terbaru yang dirilis akhir pekan ini serta mengantisipasi data inflasi AS di bulan Februari 2021 yang diperkirakan naik ke level 1,6% yoy.      "
103,"Suspensi dibuka, harga saham 3 bank ini melejit lagi",https://investasi.kontan.co.id/news/suspensi-dibuka-harga-saham-3-bank-ini-melejit-lagi,"KONTAN.CO.ID - JAKARTA. Tujuh saham perbankan mencatatkan kenaikan harga kumulatif yang signifikan dalam beberapa waktu terakhir. Bursa Efek Indonesia (BEI) memutuskan untuk menyetop sementara perdagangan saham tujuh bank tersebut pada perdagangan Kamis (4/3). Ketujuh bank ini merupakan bank dengan nilai kapitalisasi pasar yang kecil. Adapun saham-saham tersebut meliputi PT Bank Harda Internasional Tbk (BBHI), PT Bank QNB Indonesia Tbk (BKSW), Bank IBK Indonesia Tbk (AGRS), PT Bank Maspion Indonesia Tbk (BMAS), PT Bank Bumi Arta Tbk (BNBA), PT Bank Artha Graha Internasional Tbk (INPC), dan PT Bank Capital Indonesia Tbk (BACA). Pada Jumat (5/3), empat dari tujuh saham tersebut kembali diperdagangkan dan mayoritas mencatat kenaikan harga. Pada penutupan perdagangan Jumat (5/3), saham BKSW melesat 21,37% ke Rp 318 per saham, saham BMAS melejit 25% ke Rp 1.225 per saham, dan saham AGRS melonjak 16,67% ke Rp 805 per saham. Kepala Riset Samuel Sekuritas Suria Dharma menyampaikan, kenaikan harga tersebut tak lepas dari adanya isu mengenai bank digital. Seperti diketahui, Otoritas Jasa Keuangan (OJK) berencana merilis POJK terkait dengan bank digital sebelum pertengahan tahun ini. OJK juga bakal mengatur batas modal minimal bank digital melalui peraturan OJK (POJK). Nantinya aturan itu akan mensyaratkan pendirian bank digital harus memenuhi modal minimal Rp 10 triliun. Analis Phillip Sekuritas Indonesia Anugerah Zamzami Nasr juga mengatakan hal senada. Selain tersulut isu bank digital, mayoritas saham-saham tersebut terkerek cukup signifikan lantaran adanya spekulasi akuisisi bank-bank kecil oleh bank besar. OJK telah mewajibkan bank memenuhi ketentuan modal minimum sebesar Rp 3 triliun ada tahun depan. Dengan begitu, pelaku pasar berekspektasi bebera perbankan akan melakukan merger. “Memang sekarang ini sifatnya masih ekspektasi, dan sejauh ini belum ada konfirmasi bank kecil mana yang akan diakuisisi,” ungkap Zamzami, Jumat (5/3). Ia memandang, sentimen ini masih akan mewarnai pergerakan saham-saham kecil tersebut ke depannya. Hanya saja, apabila ekspektasi tersebut tidak terjadi, maka kemungkinan akan ada koreksi. Menurut Zamzami, kecil kemungkinan harga saham bank tersebut digerakan oleh investor ritel seperti yang terjadi pada saham Gamestop. “Ritel di kita kayaknya enggak satu suara seperti Wallstreetbets Reddit. Mungkin jadinya agak sulit. Terus kan pilihannya banyak bank kecil, ini jadi terpecah,” terangnya. Jika melihat data RTI, pada perdagangan Jumat (5/3), broker yang menjadi top buyer saham BACA adalah Mirae Asset Sekuritas (YP), Indopremier Sekuritas (PD), dan Mandiri Sekuritas (CC). Sementara itu, BNI Sekuritas (NI) bertindak sebagai pembeli saham BMAS, dua sekuritas lainnya ada YP dan CC. Meski pada tahun ini diproyeksikan ada pemulihan ekonomi, Zamzami menilai, bisnis perbankan kecil lebih sulit untuk berkompetisi dengan bank-bank besar yang mendominasi dan makin besar. Sebagai spekulasi, ia menyarankan pelaku pasar untuk trading cepat dengan porsi yang kecil dari portfolio. Zamzami juga menyarankan pelaku pasar untuk tidak mengejar saham-saham ini apabila profil risikonya tidak cocok dengan saham-saham volatil.      "
104,Yield US Treasury terus naik bikin rupiah melemah sepekan ini,https://investasi.kontan.co.id/news/yield-us-treasury-terus-naik-bikin-rupiah-melemah-sepekan-ini,"KONTAN.CO.ID - JAKARTA. Tren kenaikan yield US Treasury di sepanjang pekan ini membuat rupiah bergerak melemah. Mengutip Bloomberg, Jumat (5/3) kurs rupiah melemah 0,23% ke Rp 14.300 per dolar AS. Dalam sepekan rupiah melemah 0,46%.  Sementara, di kurs Jisdor di Bank Indonesia rupiah tercatat melemah 0,50% ke Rp 14.371 per dolar AS. Dalam sepekan rupiah juga bergerak melemah 0,50%.  Ekonom Mandiri Reny Eka Puteri mengatakan pergerakan rupiah sepekan ini dipengaruhi oleh kenaikan yield US treasury. Dampak kenaikan yield obligasi AS tersebut membuat permintaan terhadap dolar AS meningkat.  ""Naiknya yield US Treasury memunculkan ekspektasi bahwa inflasi AS akan naik dan dikhawatirkan suku bunga AS juga bisa naik, meski hingga saat ini pandangan The Fed tetap dovish,"" kata Reny, Jumat (5/3).  Tercatat yield US Treasury saat ini bertengger di 1,55%, setelah menyentuh rekor tertinggi di 1,56% pada Kamis (4/3). Analis Asia Valbury Futures Lukman Leong juga mengatakan dolar AS mendapat permintaan yang cukup banyak sejak yield US Treasury terus beranjak naik. ""Daya tarik dolar AS meningkat ketika yield US Treasury menguat,"" kata Lukman.  Namun, pelemahan rupiah sepekan ini, Reny nilai tidak mengkhawatirkan. Reny menilai level rupiah saat ini masih kompetitif, kecuali jika rupiah melemah ke Rp 15.000 per dolar AS.  Di satu sisi Reny menilai fundamental dalam negeri menguat dengan tingkat inflasi yang terkendali dan cadangan devisa yang masih tinggi.  ""Vaksin yang terus didistribusikan juga menambah sentimen positif bagi rupiah ekonomi Indonesia sedang masa pemulihan,"" kata Reny. Sepekan depan Reny memproyeksikan rupiah berada di rentang Rp 14.210 per dollar AS-Rp 14.400 per dollar AS.  Sementara, Lukman mengatakan selama yield US Treasury bergerak naik maka rupiah berpotensi terus tertekan. Lukman memproyeksikan rentang rupiah di pekan depan Rp 14.250 per dolar AS-Rp 14.500 per dolar AS.     "
105,Saham-saham yang banyak diobral asing selama pekan pertama Maret 2021,https://investasi.kontan.co.id/news/saham-saham-yang-banyak-diobral-asing-selama-pekan-pertama-maret-2021,"KONTAN.CO.ID -  JAKARTA. Pada pekan pertama Maret 2021 yakni 1-5 Maret, Indeks Harga Saham Gabungan (IHSG) berhasil menguat 0,27%. Kendati pada perdagangan hari Jumat (5/3) akhir pekan ini IHSG turun 0,51% atau 32,05 poin ke level 6.258,75. Meskipun IHSG menguat, tapi dalam sepekan investor asing masih mencatat net sell atau jual bersih sebesar Rp 357,63 triliun di seluruh pasar. Asing terus melakukan net sell pada saham otomotif dan barang-barang konsumsi.  Asing paling banyak mengoleksi saham PT Astra International Tbk (ASII)sebesar Rp 336,46 miliar. Namun saham ASII berhasil menguat 1,85% ke Rp 5.500 per saham dalam sepekan. Total volume perdagangan saham ASII mencapai 411,88 juta dengan nilai transaksi Rp 2,3 triliun. Berada diurutan kedua yang banyak dilego asing adalah PT Gudang Garam Tbk (GGRM) Rp 130,59 miliar. Saham GGRM tetap berhasil mengaut 0,27% ke Rp 36.600 per saham dalam sepekan. Total volume perdagangans aham GGRM mencapai 13,23 juta dengan nilai transaksi Rp 489,1 miliar. Kemudian asing juga banyak melego saham PT Sarana Menara Nusantara Tbk (TOWR) sebesar Rp 102,61 miliar. Saham TOWR anjlok 7,11% ke Rp 1.175 per saham. Total volume perdagangan sa ham TOWR mencapai 550,63 juta dengan nilai transaksi Rp 680,29 miliar. Asing juga banyak melepas saham PT Ciputra Development Tbk (CTRA) Rp 98,59 miliar. Saham CTRA ditutup melemah 2,16% ke Rp 1.130 per saham dalam sepekan. Total volume perdagangan saham CTRA mencapai 337,25 juta dengan nilai transaksi Rp 407,92 miliar. Berikut 10 saham net sell terbesar asing dalam pekan pertama Maret 2021 "
106,"Saham bank-bank kecil melesat, analis: Hati-hati koreksi teknikal",https://investasi.kontan.co.id/news/saham-bank-bank-kecil-melesat-analis-hati-hati-koreksi-teknikal,"KONTAN.CO.ID - JAKARTA. Saham-saham bank kecil mengalami kenaikan harga yang signifikan kemarin, Kamis (4/3). Akibatnya, Bursa Efek Indonesia (BEI) menghentikan sementara (suspensi) perdagangan saham tujuh bank pada perdagangan kemarin. Ketujuh emiten tersebut meliputi PT Bank Harda Internasional Tbk (BBHI), PT Bank QNB Indonesia Tbk (BKSW), Bank IBK Indonesia Tbk (AGRS), PT Bank Maspion Indonesia Tbk (BMAS), PT Bank Bumi Arta Tbk (BNBA), PT Bank Artha Graha Internasional Tbk (INPC), dan PT Bank Capital Indonesia Tbk (BACA) Kepala Riset Kiwoon Sekuritas Ike Widiawati menjelaskan naiknya harga saham yang cukup signifikan karena adanya peraturan terkait batasan minimal modal inti bank. Oleh sebab itu, pelaku pasar berekspektasi bahwa kemungkinan akan ada banyak aksi korporasi berupa merger perusahaan perbankan. ""Sehingga ada spekulasi bank-bank yang belum memenuhi ketentuan harus melakukan merger atau akuisisi atau penambahan modal dari pemilik bank tersebut,"" jelasnya kepada Kontan.co.id, Jumat (5/3). Selain itu, adanya kebijakan baru dari OJK yang terkait bank digital yakni modal disetor bank digital minimal sebesar Rp 10 triliun mungkin menjadi kendala bagi beberapa bank mini untuk ikut masuk ke segmen ini. Sedangkan pada era ini teknologi sangat dibutuhkan dan akan menjadi tujuan dan fokus bagi perbankan di masa depan. ""Saya melihat bank-bank kecil harus mulai survive dan mencari cara untuk memenuhi kebutuhan modalnya baik melalui penambahan modal oleh pemegang sahamnya atau mencari investor baru, atau bahkan harus terus melakukan secondary offering,"" lanjutnya. Kenaikan harga saham bank kecil menurutnya, secara fundamental beberapa saham-saham mini memang masih belum terlalu kuat untuk saat ini. Namun, ia menilai dengan adanya kebijakan baru dari otoritas dengan penambahan modal maka harapannya struktur modal dari perbankan dipaksa untuk dapat lebih solid ke depan. Research Analyst Infovesta Utama Felisya Wijaya menuturkan kenaikan harga saham pada bank-bank kecil didukung oleh beberapa sentimen positif serta ekspektasi investor terhadap prospek perusahaan tersebut. ""Contohnya seperti saham BNBA, BBHI, BKSW, BACA yang mendapat kabar akan diakuisisi oleh emiten besar,"" ungkapnya. Penguatan harga saham ini juga ditopang oleh tingginya minat investor, khususnya beberapa hari belakangan ini apabila dilihat secara teknikal melalui indicator money flow index (MFI) ketujuh emiten tersebut mengalami kenaikan permintaan juga cukup signifikan.  Kenaikan harga saham tersebut sejalan dengan kinerja perusahaan yang membukukan earnings per share positif pada laporan keuangan terbarunya kecuali untuk saham AGRS yang mencatatkan earnings per share negatif. ""Kenaikan harga saham emiten ini tidak hanya digerakkan oleh investor retail saja. Namun, juga oleh investor institusi karena investor institusi pada dasarnya memiliki buying power yang lebih besar,"" tuturnya. Felisya juga menjelaskan, secara fundamental untuk emiten bank kecil tersebut berdasarkan data EPS kuartal III-2020 dibandingkan dengan periode yang sama selama tiga tahun ke belakang mengalami tren penurunan. ""Namun beberapa emiten seperti BACA, BBHI, BMAS, INPC, dan BMAS memang masih mencatatkan earnings per share yang positif,"" sebutnya. Sementara, untuk emiten yang mengalami lonjakan harga signifikan yang tidak sejalan tidak sejalan dengan fundamentalnya dipengaruhi oleh ekspektasi dari kebanyakan investor yang melihat peluang dan prospek dari saham tersebut. Menurutnya, ekspektasi investor terhadap sebuah emiten dapat mengangkat harga saham apalagi untuk saham dengan kapitalisasi yang lebih kecil. Namun, ia menilai kenaikan dari sebuah ekspektasi tidak akan bertahan lama apalagi jika secara teknikal harga sahamnya sudah melambung tinggi yang memicu koreksi dalam jangka pendek. Dari saham-saham tersebut, Felisya bilang bahwa keenam saham bank kecil masih memiliki nilai PBV yang lebih rendah dari rata-rata sektor perkankan sebesar 6,02x kecuali untuk saham  BBHI yang sudah mencatatkan PBV sebesar 29,97x dan cenderung mahal. Selain itu, untuk saham seperti BNBA, BBHI, BKSW, BACA investor juga dapat melihat prospek emiten ini dalam jangka panjang setelah diakuisisi apakah akan memberikan kontribusi kinerja yang baik bagi perusahaan atau tidak. ""Untuk ke enam emiten lainnya, meskipun nilai PBV masih lebih rendah daripada rata-rata sektor, tetapi dengan kenaikan harga yang sangat signifikan investor perlu berhati-hati terhadap technical correction,"" imbuhnya.    "
107,Saham-saham yang paling banyak diburu asing pada pekan pertama Maret 2021,https://investasi.kontan.co.id/news/saham-saham-yang-paling-banyak-diburu-asing-pada-pekan-pertama-maret-2021,"KONTAN.CO.ID -  JAKARTA. Pada pekan pertama Maret 2021 yakni 1-5 Maret, Indeks Harga Saham Gabungan (IHSG) berhasil menguat 0,27%. Kendati pada perdagangan hari Jumat (5/3) akhir pekan ini IHSG turun 0,51% atau 32,05 poin ke level 6.258,75. Meskipun IHSG menguat, tapi dalam sepekan investor asing masih mencatat net sell atau jual bersih sebesar Rp 357,63 triliun di seluruh pasar. Kendati demikian, asing juga terlihat mengoleksi saham-saham big caps perbankan pada pekan ini. Investor asing mencatat net buy terbesar pada saham PT Bank Central Asia Tbk (BBCA) dalam sepekan yakni sebesar Rp 1,02 triliun. Saham BBCA mencatat kenaikan 1,34% ke Rp 34.000 per saham dalam sepekan. Total volume perdagangan saham BBCA mencapai 151,21 juta dengan nilai transaksi Rp 5,25 triliun. Saham kedua yang paling banyak diburu asing dalam sepekan adalah PT Bank Mandiri Tbk (BMRI) sebesar Rp 262,84 miliar. Saham BMRI melesat 5,28% ke level Rp 6.475 per saham dalam sepekan. Total volume perdagangan saham BMRI mencapai 369,52 juta dengan nilai transaksi Rp 2,41 triliun. Berada diurutan ketiga paling banyak dikoleksi asing adalah saham PT Bank Rakyat Indonesia Tbk (BBRI) Rp 248,39 miliar. Saham BBRI menguat 1,27% ke Rp 4.770 per saham dalam sepekan. Total volume perdagangan saham BBRI mencapai 500,74 juta dengan nilai transaksi Rp 2,4 triliun. Asing juga memburu saham PT Kalbe Farma Tbk (KLBF) Rp 129,25 miliar dalam sepekan. Saham KLBF menguat 5,78% ke Rp 1.555 per saham dalam sepekan.Total volume perdagangan saham KLBF mencapai 300,87 juta dengan nilai transaksi Rp 463,83 miliar. Berikut 10 saham net buy terbesar asing pekan pertama Maret 2021 "
108,"Saham INAF dan KAEF menurun sejak awal tahun, begini proyeksi dan rekomendasinya",https://investasi.kontan.co.id/news/saham-inaf-dan-kaef-menurun-sejak-awal-tahun-begini-proyeksi-dan-rekomendasinya,"KONTAN.CO.ID - JAKARTA. Pergerakan dua saham emiten farmasi milik negara, yakni PT Kimia Farma Tbk (KAEF) dan PT Indofarma Tbk (INAF) kurang memuaskan belakangan ini. Sebelumnya, kedua saham ini kompak terkerek naik seiring dengan sentimen rencana vaksinasi Covid-19. KAEF misalnya, pada awal perdagangan 2021, masih bertengger di level Rp4.340. Bahkan, saham KAEF sempat menyentuh level  Rp 6.975 pada perdagangan 12 Januari 2021, yang merupakan level tertingginya tahun ini. Namun, pada penutupan perdagangan Jumat (5/3), saham KAEF melemah 1,81% ke level Rp 3.260. Ini artinya, sejak awal tahun  KAEF telah melemah 24,8%. Pun demikian dengan saham INAF. Pada perdagangan awal 2021, saham INAF berada di level Rp 4.150. Saham INAF pun sempat menyentuh level tertingginya tahun ini pada perdagangan 12 Januari 2021, yakni di harga Rp 6.975 juga. Namun, saat ini saham INAF berada di harga Rp 3.080. Yang artinya, saham INAF sudah merosot 25,7% sejak awal tahun. Analis Panin Sekuritas William Hartanto menyebut, kedua saham emiten farmasi pelat merah tersebut sedang dalam tren menurun (downtrend). William menyebut, proses vaksinasi yang sedang berlangsung saat ini sudah bukan sentimen baru untuk menggerakkan harga kedua saham ini. “Sebenarnya hanya aksi profit taking atau sell on fact ketika vaksinasi sudah dimulai,” terang William kepada Kontan.co.id, Jumat (5/3). Senada, Analis Sucor Sekuritas Hendriko Gani menilai, saham KAEF saat ini berada pada trend menurun dengan support pada area Rp 2.900-Rp 3.000. Sedangkan INAF juga berada pada trend turun dengan support Rp 3.000-Rp 3.100 Secara valuasi, meski pergerakan saham-saham ini sudah melandai, Hendriko menilai harganya masih cukup tinggi. Secara valuasi, lanjut Hendriko, kedua emiten diperdagangkan pada valuasi price to earnings ratio (PER) yang cukup tinggi. "
109,"Merdeka Copper (MDKA) rampungkan private placement Rp 2,44 triliun",https://investasi.kontan.co.id/news/merdeka-copper-mdka-rampungkan-private-placement-rp-244-triliun,"KONTAN.CO.ID - JAKARTA. PT Merdeka Copper Gold Tbk (MDKA) merampungkan penambahan modal tanpa hak memesan efek terlebih dahulu (PMTHMETD) atawa private placement. Perusahaan melepas 1,01 miliar saham dalam aksi korporasi ini. Berdasarkan keterbukaan informasi, Jumat (5/3), Macquarie Capital Limited menjadi pihak yang menyerap (anchor buyer) saham tersebut dengan harga pelaksanaan Rp 2.420 per saham. Sehingga, Macquarie menyetor dana sejumlah Rp 2,44 triliun kepada MDKA. Pelaksanaan PMTHMETD dilakukan kemarin. Sedang pencatatan saham tambahan hasil pelaksanaan PMTHMETD dilakukan hari ini Jumat (5/3). Jumlah saham sebelum private placement sebesar 21,89 miliar saham. Setelah private placement, jumlahnya meningkat jadi 22,9 miliar saham. MDKA akan menggunakan dana hasil private placement untuk belanja modal atawa capital expenditure (capex). Capex bisa untuk perusahaan sendiri maupun untuk anak usaha.    "
110,"Laba Dharma Satya Nusantara (DSNG) melesat, ini penjelasan manajemen",https://investasi.kontan.co.id/news/laba-dharma-satya-nusantara-dsng-melesat-ini-penjelasan-manajemen,"KONTAN.CO.ID -  JAKARTA. Sepanjang tahun 2020, emiten perkebunan dan pengolahan kelapa sawit PT Dharma Satya Nusantara Tbk (DSNG) membukukan kenaikan laba bersih 164% menjadi Rp 476 miliar, dari Rp 179 miliar pada 2019. Peningkatan laba bersih ini sejalan dengan kenaikan harga jual minyak sawit mentah alias crude palm oil (CPO). Direktur Utama DSNG Andrianto Oetomo mengatakan, kenaikan harga CPO pada 2020 tergolong signifikan sehingga bisa mencapai harga tertinggi dalam delapan tahun terakhir. Kenaikan harga ini disebabkan oleh produksi tandan buah segar (TBS) pada kuartal III-2020 yang turun tajam di hampir seluruh wilayah Malaysia dan Indonesia, tidak terkecuali di wilayah operasi DSNG di Kalimantan akibat rendahnya curah hujan yang disebabkan oleh El-Nino pada 2019. ""Harga jual rata-rata CPO DSNG tahun 2020 mencapai Rp 8,1 juta per ton, naik 26% dibandingkan harga rata-rata CPO tahun 2019 yang sebesar Rp 6,5 juta per ton. Kenaikan harga CPO telah mendorong peningkatan marjin operasional,“ ucap Andrianto dalam keterangan tertulisnya, Jumat (5/3). Seiring dengan kenaikan harga jual tersebut, DSNG membukukan total pendapatan sebesar Rp 6,7 triliun pada tahun 2020 atau naik 17% secara year on year (yoy). Dari total pendapatan tersebut, penjualan segmen kelapa sawit mencapai Rp 5,7 triliun (sekitar 85% dari total pendapatan) atau naik 20% dibandingkan 2019. Andrianto menuturkan, kenaikan laba bersih DSNG pada tahun lalu juga didorong oleh produksi TBS perusahaan yang telah pulih pada kuartal IV-2020. Produksi TBS pada kuartal akhir tersebut mendekati tingkat produksi di kuartal IV-2019 dan 51% lebih tinggi dibandingkan produksi di kuartal III-2020. Selain itu, menurut Andrianto, kenaikan laba bersih yang signifikan juga merupakan kontribusi dari turunnya biaya keuangan perusahaan. Hal ini merupakan dampak dari konversi sebagian utang perusahaan ke mata uang dollar Amerika Serikat pada bulan April dan Mei 2020. Andrianto menambahkan, peningkatan laba pada tahun 2020 menghasilkan jumlah kas yang cukup besar sehingga meningkatkan kemampuan DNSG dalam membayar kembali pinjamannya. Hal ini terlihat dari Net Debt Service Coverage Ratio (DSCR) tahun 2020 yang mencapai 1,4 kali, lebih tinggi dibandingkan tahun 2019 yang sebesar 1,1 kali. Di samping itu, proporsi utang terhadap ekuitas (Net Debt to Equity ratio atau DER) juga turun signifikan, dari 1,7 kali di tahun 2019 menjadi 0,9 kali pada tahun 2020. Penurunan DER ini terjadi sebagai akibat peningkatan ekuitas karena adanya surplus revaluasi atas aset tanah pada akhir tahun 2020. "
